"charName","Ship","damage","Class","Cargo","WeaponUpgr","ECM","Drugs","ExCargo","Commod","Drones","Analyzers","Warp Speed","Speed","Maneuverability","Size","WeaponSize","DroneBay","Defence","LockSpeed","CPU","Power","Power bank","CapRecharge","RegionName","borderSys","fringesys","CorridorSys","hubSys","internationalSys","regionalSys","constellationSys","SecurityStatus","Remote Reps","Remote Assistance","Armament","Mining","Scanning","SpeedMods","Ewar","CapPower","Cloack","Salvager","Warp Scrambler","Stasis Web","Cynosural Field","CovOpsCloack","Covert Cyno","MWD","AB","DUST","Clothes","Deployb","SleepSalv","Structure","Implant","Blueprint","Energy Destabilizer","Capacitor Booster","Ice Product","Interdiction Probe","Shield Extender","Shield Booster","Sresist","Repper","CargoVolume","Aresist","NofGates","N Attackers","Mic Security","Average Security","KilledBy","KilledByType","Frigates","Cruisers","Battleships","Industrials","Titans","Roockie Ships","Assault Ship","Heavy AS","Deep Space Transports","BattleCruisers","Destroyers","MiningBarges","Dreadnoughts","Interdictors","CommandShips","Exhumers","Interceptor","Logistics","Force Recon","Bomber","E - War","Heavy Interdictor","Black Ops","Marauder","Combat Recon Ship","Attack Battlecruiser","Blockade Runner","CovOps","Sit"
"Qlarenz                                           ","Legion",17903,"Strategic Cruiser",0.0,0,0,0,0,0,15,0,3.0,10.0,35.7890592845767,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Providence",1,0,0,1,0,0,1,-0.1716497746486947,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,834.5625,3,3,45,-3.7,2.7956890444444453,"Garde I","Combat Drone",1,3,21,0,0,0,1,0,0,9,0,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,"Logi"
"kiborg kiborgih                                   ","Legion",26035,"Strategic Cruiser",0.0,0,0,0,0,0,4,0,3.0,10.0,35.7890592845767,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Providence",1,0,0,1,0,0,1,-0.1355054888798795,2,0,8,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,663.5,6,3,26,-2.3,2.9838008076923077,"Garde II","Combat Drone",1,4,6,0,0,0,1,1,0,5,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,1,"PvP Generic"
"Predator 666                                      ","Proteus",29142,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,42.55246719204779,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Providence",1,0,0,1,0,0,1,-0.1716497746486947,4,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1229.54,4,3,116,-3.7,3.145927896551722,"200mm Railgun II","Hybrid Weapon",10,6,28,0,0,2,4,0,0,20,4,0,0,4,2,0,16,0,2,2,0,2,0,0,0,0,0,0,"PvP Generic"
,"Punisher",1451,"Frigate",135.0,0,0,0,0,0,0,0,5.0,330.0,28.510741421830673,37.0,1.0,0.0,591.25,640.0,124.0,55.0,400.0,2.2222222222222223,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,43.0,0,4,12,-1.9,1.9749999999999999,"0","0",1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Jamal Biggims Dunkaroos                           ","Hound",847,"Stealth Bomber",195.0,0,0,0,0,0,0,0,5.5,284.0,17.916715937635495,34.0,1.0,0.0,369.65937499999995,500.0,303.0,40.0,250.0,1.25,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,3,0,0,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.6999999999999,0,4,9,-0.6,1.6442477777777778,"650mm Medium 'Scout' Artillery I","Projectile Weapon",1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
,"Thrasher",3011,"Destroyer",400.0,1,0,0,0,0,0,0,4.5,270.0,22.321428571428573,56.0,1.0,0.0,1086.25,550.0,170.0,70.0,550.0,1.896551724137931,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93.65750000000001,0,4,17,-1.8,1.0308496470588238,"Focused Medium Beam Laser II","Energy Weapon",1,7,0,0,0,0,0,0,0,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"The Hivemind                                      ","Thrasher",3968,"Destroyer",400.0,1,0,0,0,0,0,0,4.5,270.0,22.321428571428573,56.0,1.0,0.0,1086.25,550.0,170.0,70.0,550.0,1.896551724137931,"Essence",1,0,0,1,0,0,1,0.3882801087888061,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92.28999999999999,0,4,17,-2.9,2.1266376470588235,"250mm Light Gallium Cannon","Projectile Weapon",1,7,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Gregui                                            ","Caracal",9355,"Cruiser",450.0,2,0,0,0,0,1,0,3.0,230.0,18.252838316358194,125.0,2.0,10.0,2042.5,270.0,430.0,630.0,1250.0,2.8089887640449436,"Devoid",1,0,1,0,1,1,1,0.1845107388212133,0,0,6,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,229.92,0,2,3,1.2,2.6503773333333336,"Scourge Javelin Rocket","Advanced Rocket",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Sowek Kazakov                                     ","Merlin",3500,"Frigate",150.0,1,0,0,0,0,0,0,5.0,310.0,27.861361863367883,39.0,1.0,0.0,598.75,580.0,180.0,40.0,350.0,2.0,"Black Rise",0,0,0,0,0,0,0,0.1289910484804758,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.93750000000001,0,1,2,-1.0,-0.5,"Small Focused Pulse Laser II","Energy Weapon",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Flandre ScarIet                                   ","Drake",21789,"Combat Battlecruiser",450.0,1,0,0,0,1,0,0,2.5,140.0,10.550303848750843,295.0,2.0,25.0,6000.0,195.0,500.0,800.0,2500.0,3.7999696002431977,"Tenerifis",1,0,0,1,0,0,1,-0.1726499805818498,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,360.45,0,3,20,-0.8,3.83024135,"720mm Howitzer Artillery II","Projectile Weapon",0,7,0,0,0,0,0,1,0,2,0,0,0,1,4,0,2,1,1,0,0,1,0,0,0,0,0,0,"PvE"
"Justin Ackaris                                    ","Stiletto",3068,"Interceptor",92.0,0,0,0,0,0,0,0,8.0,435.0,28.011204481792717,31.0,1.0,0.0,540.0,970.0,150.0,30.0,250.0,1.3333333333333333,"Tenerifis",1,0,0,1,0,0,1,-0.1726499805818498,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,97.13999999999999,0,3,6,1.5,4.383608333333334,"Valkyrie I","Combat Drone",0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Corporate Jones                                   ","Rupture",11740,"Cruiser",450.0,1,0,0,0,0,0,0,3.0,210.0,16.39344262295082,125.0,2.0,30.0,2302.5,290.0,350.0,860.0,1275.0,3.0,"Tenerifis",1,0,0,1,0,0,1,-0.1726499805818498,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,189.54999999999998,0,3,8,1.3,4.290472375,"Heavy Ion Blaster II","Hybrid Weapon",0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Dear Death                                        ","Thanatos",502395,"Carrier",875.0,3,0,0,0,0,84,0,1.5,75.0,1.889363591491251,2960.0,4.0,100000.0,156875.0,50.0,725.0,700000.0,60000.0,14.416666666606597,"Impass",0,0,0,1,0,0,0,-0.7117596201506945,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,1,24771.0,0,3,2,0.3676618,2.6838309,"Cyclops","Fighter Bomber",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Beguiler                                          ","Jaguar",2263,"Assault Frigate",130.0,0,0,0,0,0,0,0,5.5,357.0,23.04988733215072,34.0,1.0,0.0,601.50625,750.0,170.0,43.0,250.0,1.3333333333333333,"Tenal",1,0,0,1,0,1,1,-1.0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,135.69,0,4,2,5.0,5.0033855,"200mm Light Gallium Machine Gun","Projectile Weapon",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"NileZ duLoup                                      ","Republic Fleet Firetail",4001,"Frigate",135.0,0,0,0,0,0,0,0,5.0,410.0,28.460837887067395,35.0,1.0,0.0,945.0,700.0,150.0,40.0,280.0,2.0,"Devoid",1,0,0,1,0,0,1,0.2204297800964233,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74.16250000000001,0,3,2,1.3,2.7715725,"Hobgoblin II","Combat Drone",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Sophia Electra                                    ","Moa",9586,"Cruiser",450.0,0,0,0,0,0,0,0,3.0,190.0,15.737127030089386,135.0,2.0,15.0,2342.5,260.0,380.0,850.0,1500.0,3.1578947368421053,"Providence",1,0,1,0,0,1,1,-0.2045932398858896,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,286.05250000000007,1,2,12,-2.3,1.31989925,"250mm Prototype Gauss Gun","Hybrid Weapon",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"vermington eul                                    ","Caracal",8728,"Cruiser",450.0,1,0,0,0,0,0,0,3.0,230.0,18.252838316358194,125.0,2.0,10.0,2042.5,270.0,430.0,630.0,1250.0,2.8089887640449436,"Providence",0,0,0,1,0,0,0,-0.1749692238469812,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,190.625,0,3,17,-4.5,0.6484940588235294,"Heavy Modulated Energy Beam I","Energy Weapon",0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Faluzure Frost                                    ","Oracle",6825,"Attack Battlecruiser",500.0,1,0,0,0,0,0,0,2.5,200.0,13.687005556924255,210.0,2.0,0.0,2599.875,220.0,345.0,1375.0,3500.0,4.0,"Providence",1,0,1,0,0,1,1,-0.2045932398858896,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,296.0,2,2,12,-2.8,0.8992,"Heavy Modulated Energy Beam I","Energy Weapon",0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Bile pivo                                         ","Sentinel",1261,"Electronic Attack Ship",165.0,0,0,0,0,0,13,0,5.5,340.0,19.235948139883813,41.0,1.0,60.0,411.953125,575.0,195.0,40.0,415.0,2.1842105263157894,"Syndicate",1,0,0,1,0,0,1,-0.1216289351326084,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,264.5,0,5,3,-7.9,-3.3282860000000003,"Small Focused Pulse Laser II","Energy Weapon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"ElHabib                                           ","Kronos",33559,"Marauder",1275.0,2,0,0,0,0,12,0,2.2,105.0,9.143141363937255,420.0,3.0,125.0,9687.34375,120.0,580.0,14000.0,6900.0,6.0,"The Forge",0,0,0,1,0,0,0,0.5523502237918139,1,0,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462.1,3,3,9,-2.0,-0.32222222222222224,"200mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"PvE"
"NullParseExseption                                ","Hurricane",21059,"Combat Battlecruiser",425.0,3,0,0,0,0,0,0,2.5,165.0,11.097301136363637,250.0,2.0,30.0,6118.75,220.0,400.0,1125.0,2250.0,3.800675675675676,"The Citadel",0,1,0,0,0,0,0,0.2825556883337969,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,320.675,0,3,35,-3.8,2.245714285714286,"75mm Prototype Gauss Gun","Hybrid Weapon",8,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,4,0,0,6,2,0,0,0,0,0,0,0,"PvP Generic"
"Tribute Claws                                     ","Dominix",30719,"Battleship",600.0,1,0,0,0,0,20,0,2.0,109.0,7.954595170765271,465.0,3.0,375.0,10620.0,90.0,600.0,10000.0,6000.0,5.454545454545455,"Vale of the Silent",1,0,1,0,0,0,1,-0.1533721335925972,1,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,846.7,1,2,7,-0.3,1.8285714285714287,"Caldari Navy Nova Heavy Assault Missile","Heavy Assault Missile",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"noraus                                            ","Dominix",29296,"Battleship",600.0,3,0,0,0,0,24,0,2.0,109.0,7.954595170765271,465.0,3.0,375.0,10620.0,90.0,600.0,10000.0,6000.0,5.454545454545455,"Curse",0,0,1,0,0,0,0,-0.1593606845545676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,813.0,1,2,14,-2.7,1.5234522857142854,"Caldari Navy Scourge Light Missile","Light Missile",1,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Velvet M0rning                                    ","Nemesis",993,"Stealth Bomber",215.0,0,0,0,0,0,0,0,5.5,264.0,15.490419717569374,37.0,1.0,0.0,376.23125000000005,425.0,307.0,38.0,293.75,1.25,"Querious",0,0,1,0,0,0,0,-0.00699002020052375,0,0,0,0,0,2,0,0,1,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,424.9,0,2,1,0.2,0.2,"Curator I","Combat Drone",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cloacky"
"Riyno                                             ","Ishkur",5858,"Assault Frigate",165.0,1,0,0,0,0,5,0,5.5,287.0,21.258619094525688,39.0,1.0,25.0,615.959375,550.0,155.0,42.0,312.5,1.6666666666666667,"Essence",1,0,0,1,0,0,1,0.3066251979101813,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,147.57,2,6,4,-9.4,-4.1648385,"Warrior II","Combat Drone",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"PvP Generic"
"Astro Dezus                                       ","Thrasher",2927,"Destroyer",400.0,1,0,0,0,1,0,0,4.5,270.0,22.321428571428573,56.0,1.0,0.0,1086.25,550.0,170.0,70.0,550.0,1.896551724137931,"Placid",0,0,0,1,0,0,0,0.1498434299200135,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.08500000000001,0,3,1,-8.444535,-8.444535,"220mm Vulcan AutoCannon II","Projectile Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Mind Reaper                                       ","Atron",2910,"Frigate",145.0,0,0,0,0,1,0,0,5.0,420.0,34.01360544217687,35.0,1.0,0.0,453.75,900.0,147.0,37.0,330.0,2.0,"Placid",0,0,0,1,0,0,0,0.1498434299200135,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.58,0,3,1,-8.450851,-8.450851,"200mm Railgun II","Hybrid Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Full Potato                                       ","Federation Navy Comet",3677,"Frigate",145.0,0,0,0,0,10,1,0,5.0,375.0,32.884460448215194,42.0,1.0,30.0,889.375,650.0,160.0,40.0,400.0,2.0,"Placid",0,0,0,1,0,0,0,0.1498434299200135,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,93.6225,2,3,1,-8.450851,-8.450851,"200mm Railgun II","Hybrid Weapon",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Pregnant Wombat                                   ","Zealot",15926,"Heavy Assault Cruiser",240.0,1,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Scalding Pass",1,0,0,1,0,1,1,-0.04280709126251392,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.0,3,5,41,-4.2,1.0620745146341464,"Heavy Pulse Laser II","Energy Weapon",5,18,0,0,0,0,2,0,0,8,2,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,"PvP Generic"
"Varc Grayback                                     ","Zealot",20465,"Heavy Assault Cruiser",240.0,1,0,0,0,0,0,0,3.3,210.0,14.374548998525169,125.0,2.0,0.0,1515.4375,306.0,340.0,1180.0,1500.0,5.263157894736842,"Scalding Pass",1,0,0,1,0,1,1,-0.04280709126251392,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.0,3,5,63,-10.0,0.44100976190476193,"Heavy Modal Pulse Laser I","Energy Weapon",8,24,0,0,0,0,3,0,0,8,1,0,0,0,2,0,13,0,0,1,1,0,0,0,0,0,0,0,"PvP Generic"
"Nerogk Shorn                                      ","Guardian",16632,"Logistics",465.0,0,0,0,0,0,0,0,3.3,209.0,13.684008867237745,70.0,2.0,25.0,1496.35,385.0,310.0,1075.0,1500.0,4.477611940298508,"Scalding Pass",1,0,0,1,0,1,1,-0.04280709126251392,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.3,0,5,74,-10.0,0.3466370540540541,"Curator II","Combat Drone",11,30,0,0,0,0,4,0,0,7,2,0,0,0,2,0,15,1,0,1,0,0,0,0,0,0,0,0,"PvP Generic"
"Bristaco                                          ","Guardian",24167,"Logistics",465.0,0,0,0,0,0,0,0,3.3,209.0,13.684008867237745,70.0,2.0,25.0,1496.35,385.0,310.0,1075.0,1500.0,4.477611940298508,"Scalding Pass",1,0,0,1,0,1,1,-0.04280709126251392,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.0,0,5,86,-10.0,0.3680707441860465,"Focused Medium Pulse Laser II","Energy Weapon",12,37,0,0,0,0,4,0,0,11,3,0,0,0,2,0,13,1,0,1,1,0,0,0,0,0,0,0,"PvP Generic"
"Malloc Yanjari                                    ","Kestrel",2791,"Frigate",160.0,1,0,0,0,0,0,0,5.0,320.0,26.294961096605057,38.0,1.0,0.0,598.75,620.0,180.0,45.0,330.0,2.0,"Placid",1,0,0,1,0,0,1,0.289309115052423,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,89.5,0,4,3,-10.0,-2.899635333333334,"Caldari Navy Scourge Rocket","Rocket",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Dr ButtCan                                        ","Iteron Mark V",2616,"Industrial",5800.0,0,0,0,5,0,0,0,3.0,105.0,8.514261387824606,220.0,2.0,0.0,830.25,55.0,270.0,85.0,650.0,1.5615615615615615,"The Forge",1,0,0,1,0,0,1,0.9599952108234708,1,0,6,0,2,5,1,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,119943.6,3,5,1,-0.2549256,-0.2549256,"1400mm Prototype Siege Cannon","Projectile Weapon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Hauling"
"Tgo Hardcore                                      ","Dominix",121950,"Battleship",600.0,3,0,0,0,0,28,0,2.0,109.0,7.954595170765271,465.0,3.0,375.0,10620.0,90.0,600.0,10000.0,6000.0,5.454545454545455,"Providence",0,0,1,0,0,0,0,-0.312835680615783,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,679.7500000000001,0,2,28,-2.8,1.2928571428571431,"Caldari Navy Scourge Torpedo","Torpedo",11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,"PvP Generic"
"Serg Sinist                                       ","Raven",24683,"Battleship",665.0,3,0,0,0,0,4,0,2.0,113.0,8.392077878482713,410.0,3.0,75.0,8990.0,85.0,750.0,11000.0,5500.0,4.782608695652174,"B-R00007",0,0,0,0,0,0,0,-0.99,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,954.8499999999999,0,0,4,-1.5,1.6274252500000002,"425mm AutoCannon II","Projectile Weapon",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"PvP Generic"
"PoVar RaZvOd                                      ","Tengu",49411,"Strategic Cruiser",0.0,0,0,0,0,0,0,0,3.0,10.0,39.33430620184006,150.0,2.0,0.0,200.0,0.0,0.0,0.0,100.0,10.0,"Immensea",0,0,1,0,0,0,0,-0.2729688689356563,0,0,5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,2,0,610.42,0,2,14,-0.1,3.1179353571428576,"Caldari Navy Nova Light Missile","Light Missile",1,3,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"PvE"
"viciousclaus                                      ","Omen Navy Issue",7328,"Cruiser",400.0,1,0,0,0,0,0,0,3.0,265.0,21.43392991104919,100.0,2.0,50.0,3026.25,320.0,335.0,960.0,1650.0,3.173076923076923,"Metropolis",1,0,0,1,0,0,1,0.3960712205814934,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,522.3399999999999,1,3,10,-7.8,0.5200000000000001,"Light Ion Blaster II","Hybrid Weapon",0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Killowatt Nearl                                   ","Catalyst",2818,"Destroyer",450.0,2,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Lonetrek",1,0,0,1,0,0,1,0.6943218300434773,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.95,0,3,1,0.2642104,0.2642104,"Hobgoblin I","Combat Drone",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"loyalanon                                         ","Catalyst",3189,"Destroyer",450.0,2,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Lonetrek",1,0,0,1,0,1,1,0.6350155561969852,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.30000000000001,0,6,2,-0.3073572,1.6963214,"Heavy Neutron Blaster II","Hybrid Weapon",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvE"
"Killowatt Nearl                                   ","Catalyst",2742,"Destroyer",450.0,2,0,0,0,0,0,0,4.5,265.0,23.37540906965872,68.0,1.0,0.0,1083.75,500.0,178.0,70.0,650.0,1.8571428571428572,"Lonetrek",1,0,0,1,0,0,1,0.5059695448475379,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.84999999999998,0,4,1,2.909678,2.909678,"Hammerhead I","Combat Drone",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Naomi Sakakibara                                  ","Kestrel",4012,"Frigate",160.0,0,0,0,0,0,0,0,5.0,320.0,26.294961096605057,38.0,1.0,0.0,598.75,620.0,180.0,45.0,330.0,2.0,"Devoid",1,0,0,1,1,1,1,0.3356513056210158,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90.46,0,3,2,1.640821,3.0704105,"Hobgoblin II","Combat Drone",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
"Defier Orilis                                     ","Tormentor",1526,"Frigate",130.0,0,0,0,0,0,0,0,5.0,335.0,29.86857825567503,35.0,1.0,10.0,591.25,620.0,130.0,50.0,425.0,2.0,"Devoid",1,0,0,1,1,1,1,0.3356513056210158,0,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.0,1,3,2,1.545195,3.0225975,"Hobgoblin II","Combat Drone",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PvP Generic"
